title,movieId,tag,genres,year,combined
Moonraker (1979),3638,james_bond assassin chase 007 franchise bond space_travel space secret_service science_fiction spying sci_fi space_program espionage space_opera scifi 007_(series),action adventure sci_fi thriller,1979,james_bond assassin chase 007 franchise bond space_travel space secret_service science_fiction spying sci_fi space_program espionage space_opera scifi 007_(series) action adventure sci_fi thriller
Vagabond (Sans toit ni loi) (1985),3637,meditative loneliness enigmatic bleak criterion reflective french,drama,1985,meditative loneliness enigmatic bleak criterion reflective french drama
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),3636,complex very_interesting love,drama,1998,complex very_interesting love drama
"Spy Who Loved Me, The (1977)",3635,chase series action spy submarine franchise secret_service james_bond assassin nuclear_bomb england spying 007_(series) 007 assassination bond egypt espionage spies,action adventure thriller,1977,chase series action spy submarine franchise secret_service james_bond assassin nuclear_bomb england spying 007_(series) 007 assassination bond egypt espionage spies action adventure thriller
Seven Days in May (1964),3634,based_on_a_book political military dramatic drama secret_service latin_america imdb_top_250 politics president suspense oscar_(best_supporting_actor) assassination conspiracy tense cold_war forceful excellent_script paranoia,thriller,1964,based_on_a_book political military dramatic drama secret_service latin_america imdb_top_250 politics president suspense oscar_(best_supporting_actor) assassination conspiracy tense cold_war forceful excellent_script paranoia thriller
On Her Majesty's Secret Service (1969),3633,assassin james_bond chase 007 franchise bond secret_service spying espionage 007_(series),action adventure romance thriller,1969,assassin james_bond chase 007 franchise bond secret_service spying espionage 007_(series) action adventure romance thriller
Monsieur Verdoux (1947),3632,greed women marriage murder criterion silent talky,comedy crime,1947,greed women marriage murder criterion silent talky comedy crime
"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973)",3630,weird macabre horror male_nudity mother_son_relationship creepy devil,horror,1973,weird macabre horror male_nudity mother_son_relationship creepy devil horror
"Gold Rush, The (1925)",3629,masterpiece criterion narrated silent black_and_white rags_to_riches comedy imdb_top_250 oscar_(best_directing) talky classic,adventure comedy romance,1925,masterpiece criterion narrated silent black_and_white rags_to_riches comedy imdb_top_250 oscar_(best_directing) talky classic adventure comedy romance
Flying Tigers (1942),3628,wwii wartime world_war_ii,action drama romance war,1942,wwii wartime world_war_ii action drama romance war
Carnival of Souls (1962),3627,weird low_budget cult_classic enigmatic horror eerie cult_film criterion creepy dreamlike,horror thriller,1962,weird low_budget cult_classic enigmatic horror eerie cult_film criterion creepy dreamlike horror thriller
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),3626,sexual nudity_(full_frontal) women erotic visually_appealing art_house nudity_(full_frontal___notable) male_nudity pornography,comedy,1999,sexual nudity_(full_frontal) women erotic visually_appealing art_house nudity_(full_frontal___notable) male_nudity pornography comedy
Better Living Through Circuitry (1999),3625,music musicians documentary very_interesting,documentary,1999,music musicians documentary very_interesting documentary
Shanghai Noon (2000),3624,buddy_movie kung_fu action_packed action fun_movie fight_scenes martial_arts comedy good_action,action adventure comedy western,2000,buddy_movie kung_fu action_packed action fun_movie fight_scenes martial_arts comedy good_action action adventure comedy western
Mission: Impossible II (2000),3623,chase big_budget cool action action_packed fast_paced fight_scenes spying spy espionage gunfight good_action,action adventure thriller,2000,chase big_budget cool action action_packed fast_paced fight_scenes spying spy espionage gunfight good_action action adventure thriller
"Twelve Chairs, The (1970)",3622,russia treasure_hunt,comedy,1970,russia treasure_hunt comedy
Possession (1981),3621,weird surreal adultery allegory enigmatic bizarre art_house insanity,drama horror,1981,weird surreal adultery allegory enigmatic bizarre art_house insanity drama horror
"Myth of Fingerprints, The (1997)",3620,family_drama dysfunctional_family relationships intimate independent_film,comedy drama,1997,family_drama dysfunctional_family relationships intimate independent_film comedy drama
"Hollywood Knights, The (1980)",3619,funniest_movies teens cars comedy teen high_school teen_movie,comedy,1980,funniest_movies teens cars comedy teen high_school teen_movie comedy
Small Time Crooks (2000),3618,comedy,comedy crime,2000,comedy comedy crime
Road Trip (2000),3617,nudity_(topless___notable) beer teens hilarious amy_smart virginity funny very_funny comedy sex_comedy teen college goofy dumb_but_funny sex teen_movie road_trip,comedy,2000,nudity_(topless___notable) beer teens hilarious amy_smart virginity funny very_funny comedy sex_comedy teen college goofy dumb_but_funny sex teen_movie road_trip comedy
Loser (2000),3616,college teen teen_movie,comedy romance,2000,college teen teen_movie comedy romance
Dinosaur (2000),3615,animals dinosaurs talking_animals natural_disaster animated animation cartoon computer_animation disney disney_animated_feature,adventure animation children,2000,animals dinosaurs talking_animals natural_disaster animated animation cartoon computer_animation disney disney_animated_feature adventure animation children
Honeymoon in Vegas (1992),3614,las_vegas comedy hawaii,comedy romance,1992,las_vegas comedy hawaii comedy romance
Things Change (1988),3613,mafia great_movie whimsical gangsters mob gangster hotel comedy,comedy,1988,mafia great_movie whimsical gangsters mob gangster hotel comedy comedy
The Slipper and the Rose: The Story of Cinderella (1976),3612,musical fairy_tale,adventure children fantasy musical romance,1976,musical fairy_tale adventure children fantasy musical romance
Saludos Amigos (1943),3611,latin_america animation cartoon south_america brazil disney,animation children comedy,1943,latin_america animation cartoon south_america brazil disney animation children comedy
Roustabout (1964),3610,rock_and_roll chase motorcycle egypt,drama musical romance,1964,rock_and_roll chase motorcycle egypt drama musical romance
Regret to Inform (1998),3609,vietnam_war vietnam documentary war war_movie wartime,documentary,1998,vietnam_war vietnam documentary war war_movie wartime documentary
Pee-wee's Big Adventure (1985),3608,weird dark_humor absurd quirky quotable goofy original,adventure comedy,1985,weird dark_humor absurd quirky quotable goofy original adventure comedy
On the Town (1949),3606,modern_fantasy new_york_city new_york fun_movie musical dancing dance,comedy musical romance,1949,modern_fantasy new_york_city new_york fun_movie musical dancing dance comedy musical romance
King Creole (1958),3605,musical,crime drama musical,1958,musical crime drama musical
Gypsy (1962),3604,broadway musical,musical,1962,broadway musical musical
G.I. Blues (1960),3602,musical,comedy musical romance,1960,musical comedy musical romance
Blue Hawaii (1961),3600,fun_movie hawaii musical,comedy musical,1961,fun_movie hawaii musical comedy musical
Anchors Aweigh (1945),3599,music good_music musical dancing dance,comedy musical,1945,music good_music musical dancing dance comedy musical
Hamlet (2000),3598,based_on_a_play shakespeare,crime drama romance thriller,2000,based_on_a_play shakespeare crime drama romance thriller
Screwed (2000),3596,kidnapping suprisingly_clever saturday_night_live,comedy,2000,kidnapping suprisingly_clever saturday_night_live comedy
Center Stage (2000),3594,teen ballet dancing teen_movie dance,drama musical,2000,teen ballet dancing teen_movie dance drama musical
Battlefield Earth (2000),3593,scifi_cult based_on_a_book natural_disaster bad_plot alien big_budget so_bad_it's_funny horrible science_fiction special_effects bad_acting stupid_as_hell sci_fi scifi futuristic predictable,action sci_fi,2000,scifi_cult based_on_a_book natural_disaster bad_plot alien big_budget so_bad_it's_funny horrible science_fiction special_effects bad_acting stupid_as_hell sci_fi scifi futuristic predictable action sci_fi
"Time Masters (Maîtres du temps, Les) (1982)",3592,animation scifi sci_fi,animation sci_fi,1982,animation scifi sci_fi animation sci_fi
Mr. Mom (1983),3591,80s family comedy 1980s,comedy drama,1983,80s family comedy 1980s comedy drama
"Lords of Flatbush, The (1974)",3590,motorcycle,comedy drama,1974,motorcycle comedy drama
"King of Marvin Gardens, The (1972)",3588,downbeat bleak criterion,crime drama,1972,downbeat bleak criterion crime drama
Inferno (1980),3587,weird surreal nocturnal horror gruesome dark_fantasy tense stylish eerie supernatural stylized ominous creepy dreamlike,horror,1980,weird surreal nocturnal horror gruesome dark_fantasy tense stylish eerie supernatural stylized ominous creepy dreamlike horror
The Idolmaker (1980),3586,musical,drama romance,1980,musical drama romance
"Great Locomotive Chase, The (1956)",3585,chase civil_war trains american_civil_war spying espionage train spies,adventure war,1956,chase civil_war trains american_civil_war spying espionage train spies adventure war
Breathless (1983),3584,remake los_angeles,action drama romance thriller,1983,remake los_angeles action drama romance thriller
Human Traffic (1999),3581,good_soundtrack drugs drug_abuse awesome_soundtrack,comedy,1999,good_soundtrack drugs drug_abuse awesome_soundtrack comedy
Up at the Villa (2000),3580,romance period_piece love_story chick_flick costume_drama,drama,2000,romance period_piece love_story chick_flick costume_drama drama
I Dreamed of Africa (2000),3579,africa,drama,2000,africa drama
Gladiator (2000),3578,visual amazing_cinematography oscar_(best_actor) visually_stunning action visceral us_history violence revenge oscar_(best_directing) dramatic masterpiece sword_fight story drama courage great_ending oscar special_effects storytelling historical imdb_top_250 great_movie good_acting slavery good_action violent great_acting fight_scenes oscar_(best_supporting_actor) rome cinematography oscar_(best_effects___visual_effects) intense big_budget epic oscar_winner oscar_(best_picture) vengeance entertaining forceful good history,action adventure drama,2000,visual amazing_cinematography oscar_(best_actor) visually_stunning action visceral us_history violence revenge oscar_(best_directing) dramatic masterpiece sword_fight story drama courage great_ending oscar special_effects storytelling historical imdb_top_250 great_movie good_acting slavery good_action violent great_acting fight_scenes oscar_(best_supporting_actor) rome cinematography oscar_(best_effects___visual_effects) intense big_budget epic oscar_winner oscar_(best_picture) vengeance entertaining forceful good history action adventure drama
